timestamp,AX_raw,AY_raw,AZ_raw,GX_raw,GY_raw,GZ_raw,MX_raw,MY_raw,MZ_raw
1770405584.744703,-91,77,-989,-5,0,1,-29,-364,-162
1770405584.845883,-92,77,-987,-6,5,1,-30,-362,-158
1770405584.944686,-91,77,-990,-5,3,1,-28,-363,-160
1770405585.044973,-92,77,-989,-7,4,1,-29,-363,-160
1770405585.145876,-92,77,-990,-3,0,0,-29,-364,-158
1770405585.244889,-91,75,-989,-7,-5,0,-29,-362,-159
1770405585.345281,-91,76,-991,-7,-5,1,-29,-362,-161
1770405585.444865,-91,77,-989,-4,0,1,-29,-362,-160
1770405585.545197,-91,76,-990,-3,-1,1,-29,-364,-161
1770405585.645342,-92,76,-990,-2,1,1,-29,-363,-158
1770405585.745301,-92,77,-989,-2,-2,1,-29,-363,-159
1770405585.846576,-93,76,-989,-5,0,1,-29,-362,-160
1770405585.945420,-92,77,-988,-3,0,1,-30,-362,-159
1770405586.045438,-91,77,-992,-4,0,1,-29,-364,-157
1770405586.166614,-92,77,-988,-2,3,1,-29,-363,-160
1770405586.245741,-91,77,-990,-5,0,1,-30,-363,-158
1770405586.345751,-92,76,-989,-6,3,1,-30,-362,-160
1770405586.445710,-92,76,-990,-4,1,1,-29,-363,-159
1770405586.545923,-95,77,-986,-8,14,1,-29,-363,-161
1770405586.645985,-94,76,-989,-4,-5,1,-29,-364,-159
1770405586.745898,-92,77,-987,2,-10,1,-29,-364,-158
1770405586.846177,-91,80,-987,21,-6,1,-29,-363,-158
1770405586.946155,-88,79,-1000,-1,0,0,-30,-362,-157
1770405587.045867,-95,82,-986,-4,23,0,-30,-364,-157
1770405587.246343,-89,83,-992,-2,23,1,-30,-363,-156
1770405587.346442,-100,84,-984,-3,60,2,-28,-364,-158
1770405587.446041,-97,87,-986,14,-16,1,-28,-365,-157
1770405587.546510,-96,86,-991,-5,-24,1,-27,-364,-155
